Gene-ID,Gene-Name,ACE1,ACE2,ACE3,ACE4,ACE5
ENSMUSG00000107999,Gm44123,380,444,467,225,235
ENSMUSG00000108000,Gm44208,0,0,0,0,0
ENSMUSG00000108002,Gm45063,0,0,0,0,0
ENSMUSG00000108003,Gm35386,0,0,0,0,0
ENSMUSG00000108004,Gm44080,157,50,105,95,96
ENSMUSG00000108005,Gm44435,0,0,0,0,0
ENSMUSG00000108006,Gm44418,64,0,42,22,4
ENSMUSG00000108007,Gm18540,0,0,0,0,0
ENSMUSG00000108008,Gm43869,0,0,0,0,0
ENSMUSG00000108009,Gm44279,0,0,0,0,0
ENSMUSG00000108010,Gm44246,0,0,0,0,0
ENSMUSG00000108011,Gm44596,15,17,30,44,47
ENSMUSG00000108012,Gm44012,19,9,3,22,15
ENSMUSG00000108013,Gm44052,0,0,0,0,0
ENSMUSG00000108014,Gm44380,4,3,0,0,0
ENSMUSG00000108015,Gm43878,0,5,0,8,0
ENSMUSG00000108016,Gm8039,0,0,0,0,0
ENSMUSG00000108017,Gm18539,0,0,0,0,0
ENSMUSG00000108018,Gm43928,0,0,0,0,0
ENSMUSG00000108019,Gm44108,4,7,0,0,0
ENSMUSG00000108020,Gm43983,0,0,0,0,0
ENSMUSG00000108021,Gm44049,0,0,0,0,0
ENSMUSG00000108022,Gm7298,0,0,0,0,0
ENSMUSG00000108023,Gm44245,0,0,0,0,0
ENSMUSG00000108024,Gm43912,4,5,3,8,0
ENSMUSG00000108025,Gm43998,0,0,0,0,0
ENSMUSG00000108026,Gm44007,23,3,3,15,4
ENSMUSG00000108027,Gm44271,0,0,0,0,0
ENSMUSG00000108028,Gm8143,0,0,0,0,0
ENSMUSG00000108029,Olfr1556-ps1,0,0,0,0,0
ENSMUSG00000108030,9530062K07Rik,0,0,0,0,0
ENSMUSG00000108032,Olfr210-ps1,0,0,0,0,0
ENSMUSG00000108033,Gm44284,15,15,6,8,11
ENSMUSG00000108034,Gm43989,108,87,87,44,72
ENSMUSG00000108035,Gm44021,27,9,24,8,4
ENSMUSG00000108036,Gm43967,41,15,24,8,4
ENSMUSG00000108037,Gm44597,472,390,580,428,696
ENSMUSG00000108038,D030044L04Rik,0,0,0,0,0
ENSMUSG00000108039,Gm43925,0,0,0,0,0
ENSMUSG00000108040,Gm43900,0,0,0,0,0
ENSMUSG00000108041,Gm5154,0,0,0,0,0
ENSMUSG00000108042,B130021K23Rik,250,99,84,59,64
ENSMUSG00000108043,Zim3,0,0,0,0,0
ENSMUSG00000108044,Gm44459,0,0,0,0,0
ENSMUSG00000108045,Gm5576,0,5,3,8,8
ENSMUSG00000108046,Gm43924,0,21,3,8,8
ENSMUSG00000108047,Gm44158,0,0,0,0,0
ENSMUSG00000108048,Gm43990,4,5,3,0,0
ENSMUSG00000108049,Gm44168,27,17,18,8,8
ENSMUSG00000108050,Gm44472,0,0,0,0,0
ENSMUSG00000108052,Gm8479,0,0,0,0,0
ENSMUSG00000108053,Gm43890,49,29,12,8,15
ENSMUSG00000108054,Gm44149,0,0,0,0,0
ENSMUSG00000108055,Gm43876,0,0,0,0,0
ENSMUSG00000108056,Gm43941,0,0,0,0,0
ENSMUSG00000108057,Gm44234,0,0,0,0,0
ENSMUSG00000108058,Olfr451-ps1,0,0,0,0,0
ENSMUSG00000108059,Gm44369,4,5,3,0,11
ENSMUSG00000108060,4921529L05Rik,0,0,0,0,0
ENSMUSG00000108062,Gm44028,0,3,0,0,4
ENSMUSG00000108063,Gm3279,0,0,0,0,0
ENSMUSG00000108064,Gm44423,231,105,69,88,86
ENSMUSG00000108065,Gm18423,0,0,0,0,0
ENSMUSG00000108066,Gm44134,0,0,0,0,0
ENSMUSG00000108067,Gm43953,116,78,102,73,107
ENSMUSG00000108068,Gm44075,8,3,0,0,11
ENSMUSG00000108069,Hspd1-ps1,0,0,0,0,0
ENSMUSG00000108070,Gm43872,0,0,0,0,0
ENSMUSG00000108071,Gm3455,4,5,0,8,4
ENSMUSG00000108072,Gm20362,0,0,0,0,0
ENSMUSG00000108073,Gm6072,0,0,0,0,0
ENSMUSG00000108074,4930595O18Rik,0,0,0,0,0
ENSMUSG00000108075,Gm45061,34,27,51,22,22
ENSMUSG00000108076,9530086O07Rik,79,64,134,80,118
ENSMUSG00000108077,6330415B21Rik,0,0,0,0,0
ENSMUSG00000108078,Gm8744,0,0,0,0,0
ENSMUSG00000108079,Gm44210,8,3,0,0,0
ENSMUSG00000108080,Gm10209,27,27,24,22,29
ENSMUSG00000108081,Gm44026,67,7,33,0,0
ENSMUSG00000108082,Gm5314,0,0,0,0,0
ENSMUSG00000108083,Mug4-ps,0,0,0,0,0
ENSMUSG00000108084,Gm7932,0,13,3,22,0
ENSMUSG00000108085,A930014E10Rik,0,3,0,0,0
ENSMUSG00000108086,Gm6786,0,0,0,0,0
ENSMUSG00000108087,Gm43893,0,0,0,0,0
ENSMUSG00000108088,Gm44229,0,0,0,0,0
ENSMUSG00000108089,Gm3148,0,0,0,0,0
ENSMUSG00000108090,Gm6637,0,0,0,8,0
ENSMUSG00000108091,Gm44221,0,0,0,0,0
ENSMUSG00000108092,Gm44189,0,3,0,0,0
ENSMUSG00000108093,Gm44102,34,0,15,0,0
ENSMUSG00000108094,Gm31108,4,0,0,0,0
ENSMUSG00000108095,Gm44067,4,5,3,15,0
ENSMUSG00000108096,Minpp1-ps,0,0,0,0,0
ENSMUSG00000108097,Gm44060,0,0,0,0,0
ENSMUSG00000108098,Gm18838,0,0,0,0,0
ENSMUSG00000108099,Gm43988,0,0,0,0,0
ENSMUSG00000108100,Gm5876,0,0,0,0,0
ENSMUSG00000108101,RP23-14P17.5,4,3,12,15,18
ENSMUSG00000108102,Gm44437,0,0,0,0,0
ENSMUSG00000108103,Gm44081,45,52,60,22,25
ENSMUSG00000108104,Gm20997,0,0,0,0,0
ENSMUSG00000108105,Gm5340,0,5,0,8,11
ENSMUSG00000108106,Gm5886,4,11,6,0,0
ENSMUSG00000108107,Gm5312,0,3,6,0,4
ENSMUSG00000108108,Gm44270,12,17,9,8,15
ENSMUSG00000108109,Gm44287,53,64,75,30,89
ENSMUSG00000108110,Gm18012,0,0,0,0,0
ENSMUSG00000108111,RP24-457L7.3,0,0,0,0,0
ENSMUSG00000108112,Gm45193,71,124,102,153,93
ENSMUSG00000108113,Gm44015,0,0,0,0,0
ENSMUSG00000108114,Olfr800,0,0,0,0,0
ENSMUSG00000108115,Gm7039,15,17,0,8,0
ENSMUSG00000108117,Gm44262,0,0,0,0,0
ENSMUSG00000108118,Gm44201,0,0,0,0,0
ENSMUSG00000108119,Gm43891,0,0,0,0,0
ENSMUSG00000108120,9930120I10Rik,142,50,36,51,61
ENSMUSG00000108121,Gm43952,0,5,3,0,4
ENSMUSG00000108122,Gm44116,15,15,15,22,25
ENSMUSG00000108123,Gm43884,0,0,0,0,0
ENSMUSG00000108124,Gm44146,8,0,9,15,4
ENSMUSG00000108125,Gm17812,0,3,3,0,4
ENSMUSG00000108126,Gm43909,1208,1591,1353,1342,977
ENSMUSG00000108127,Gm12845,0,3,0,15,8
ENSMUSG00000108128,4922502N22Rik,0,0,0,0,0
ENSMUSG00000108129,4930417O13Rik,12,21,18,30,8
ENSMUSG00000108130,Gm44019,0,0,0,0,0
ENSMUSG00000108131,Gm44099,0,0,0,0,0
ENSMUSG00000108132,Gm44175,0,3,3,0,4
ENSMUSG00000108134,Gm9560,0,0,0,0,0
ENSMUSG00000108135,Gm8035,0,0,0,0,0
ENSMUSG00000108137,Gm44053,116,70,48,30,29
ENSMUSG00000108138,Gm18485,0,0,0,0,0
ENSMUSG00000108139,Gm44055,0,0,0,0,0
ENSMUSG00000108140,Gm44803,0,0,3,8,8
ENSMUSG00000108141,Gm44079,0,3,0,0,0
ENSMUSG00000108142,Gm7498,4,3,3,15,4
ENSMUSG00000108143,Gm44414,41,0,45,22,0
ENSMUSG00000108144,Gm43975,0,0,0,0,0
ENSMUSG00000108145,Gm44191,0,0,3,0,0
ENSMUSG00000108146,Gm43889,0,0,0,0,0
ENSMUSG00000108147,4930443G03Rik,0,0,0,0,0
ENSMUSG00000108148,Gm44020,8,3,12,0,0
ENSMUSG00000108149,Olfr439-ps1,0,0,0,0,0
ENSMUSG00000108150,Gm44470,4,5,0,0,0
ENSMUSG00000108151,Gm44290,0,0,0,0,0
ENSMUSG00000108152,Gm44152,82,15,30,15,25
ENSMUSG00000108153,Gm44402,0,0,0,0,0
ENSMUSG00000108154,Gm44033,41,19,24,22,25
ENSMUSG00000108155,Gm44443,79,27,75,30,25
ENSMUSG00000108156,Olfr326-ps1,0,0,0,0,0
ENSMUSG00000108157,Olrf445-ps1,0,0,0,0,0
ENSMUSG00000108158,Gm44002,116,407,93,153,139
ENSMUSG00000108160,Gm19237,0,0,0,0,0
ENSMUSG00000108161,Gm44269,93,138,54,0,57
ENSMUSG00000108162,Gm20589,8,7,0,8,4
ENSMUSG00000108163,Gm44431,0,0,0,0,0
ENSMUSG00000108164,Gm43899,0,0,0,0,0
ENSMUSG00000108166,Gm44017,0,0,0,0,0
ENSMUSG00000108167,Olfr1386,0,0,0,0,0
ENSMUSG00000108168,Gm43864,0,0,0,0,0
ENSMUSG00000108169,Gm43958,0,0,3,15,0
ENSMUSG00000108170,Gm43966,439,446,473,457,682
ENSMUSG00000108171,Gm43915,186,105,113,37,89
ENSMUSG00000108172,Gm21054,0,0,0,0,0
ENSMUSG00000108173,Gm44231,0,0,0,0,0
ENSMUSG00000108174,Gm44092,0,0,0,0,0
ENSMUSG00000108175,Gm43938,108,13,176,30,22
ENSMUSG00000108176,Gm43965,0,9,6,0,4
ENSMUSG00000108177,Gm7924,0,0,0,0,0
ENSMUSG00000108178,Gm44267,0,0,0,0,0
ENSMUSG00000108179,Gm44274,0,0,0,0,0
ENSMUSG00000108180,Gm44141,0,0,0,0,0
ENSMUSG00000108181,C030015A19Rik,105,95,140,73,79
ENSMUSG00000108183,Gm44227,0,0,3,0,0
ENSMUSG00000108184,Gm44198,0,0,0,0,0
ENSMUSG00000108185,Gm19653,8,0,9,0,0
ENSMUSG00000108186,Gm8132,0,0,0,0,0
ENSMUSG00000108187,4930511E03Rik,0,0,0,0,4
ENSMUSG00000108188,Gm43865,0,0,0,0,0
ENSMUSG00000108189,Gm43887,0,0,0,0,0
ENSMUSG00000108190,Gm44731,41,81,51,30,50
ENSMUSG00000108191,Gm29803,0,0,0,0,0
ENSMUSG00000108192,Gm44410,0,0,0,0,0
ENSMUSG00000108193,Olfr442-ps1,0,0,0,0,0
ENSMUSG00000108194,1700097M23Rik,0,0,0,0,0
ENSMUSG00000108195,Gm44415,123,0,96,8,4
ENSMUSG00000108196,Gm44025,41,46,9,30,22
ENSMUSG00000108197,Gm44214,4,0,3,0,0
ENSMUSG00000108198,Gm44823,0,0,0,0,0
ENSMUSG00000108199,Gm44249,64,54,36,51,47
ENSMUSG00000108200,Gm43931,4,0,6,0,0
ENSMUSG00000108201,Gm43991,0,0,0,0,0
ENSMUSG00000108202,Gm4874,0,0,0,0,0
ENSMUSG00000108203,Gm43944,0,0,0,0,0
ENSMUSG00000108204,Gm44180,0,0,0,0,0
ENSMUSG00000108205,Gm19252,0,0,0,0,0
ENSMUSG00000108206,Gm44427,0,5,0,0,0
ENSMUSG00000108207,1810059H22Rik,27,13,6,15,0
ENSMUSG00000108208,Gm44184,0,0,0,0,0
ENSMUSG00000108209,Gm32222,0,0,0,0,0
ENSMUSG00000108210,Gm44179,27,64,51,37,36
ENSMUSG00000108211,Gm44130,112,42,63,51,29
ENSMUSG00000108212,Gm44132,0,0,0,0,0
ENSMUSG00000108213,Gm44172,0,0,0,0,0
ENSMUSG00000108214,Gm43982,190,44,185,88,107
ENSMUSG00000108215,Gm8083,0,0,3,0,0
ENSMUSG00000108216,Gm44153,49,17,27,8,25
ENSMUSG00000108217,Gm43883,0,0,0,0,0
ENSMUSG00000108218,Olfr1372-ps1,324,290,134,124,100
ENSMUSG00000108219,Gm44101,160,144,155,189,153
ENSMUSG00000108220,Gm44056,4,0,0,0,0
ENSMUSG00000108221,Gm44203,0,0,0,0,0
ENSMUSG00000108222,Gm2691,0,0,0,0,0
ENSMUSG00000108223,Gm43933,0,0,0,0,0
ENSMUSG00000108224,Gm31861,0,0,0,0,0
ENSMUSG00000108225,Gm43926,0,0,0,0,0
ENSMUSG00000108226,Gm44063,0,7,12,8,8
ENSMUSG00000108227,4933412L11Rik,19,9,3,8,11
ENSMUSG00000108228,6430584L05Rik,0,0,0,0,0
ENSMUSG00000108229,1700102F20Rik,0,0,0,0,0
ENSMUSG00000108230,Gm3549,0,0,0,0,0
ENSMUSG00000108231,Gm4045,12,15,21,8,11
ENSMUSG00000108232,Gm43916,171,115,182,80,150
ENSMUSG00000108233,Gm44084,0,7,0,0,0
ENSMUSG00000108234,Gm44428,0,0,0,0,0
ENSMUSG00000108235,Gm44248,0,0,0,0,0
ENSMUSG00000108236,0610033M10Rik,0,11,3,0,8
ENSMUSG00000108237,Gm19757,0,0,0,0,0
ENSMUSG00000108238,Gm43984,313,105,330,218,199
ENSMUSG00000108239,Gm19434,0,5,0,0,0
ENSMUSG00000108240,Gm5317,0,0,0,0,0
ENSMUSG00000108241,Gm44252,0,0,0,0,0
ENSMUSG00000108242,9330118I20Rik,4,15,0,8,0
ENSMUSG00000108244,Gm44077,0,0,3,0,4
ENSMUSG00000108245,Prb3-ps,0,0,0,0,0
ENSMUSG00000108246,Gm43896,0,3,3,8,0
ENSMUSG00000108247,Gm19039,0,0,0,0,0
ENSMUSG00000108248,Gm34391,0,0,0,0,0
ENSMUSG00000108249,Gm43960,0,3,0,0,0
ENSMUSG00000108250,Tas2r111-ps2,0,0,0,0,0
ENSMUSG00000108251,Gm44112,0,0,0,0,0
ENSMUSG00000108252,Gm44059,0,0,0,0,0
ENSMUSG00000108253,Olfr1542-ps1,0,0,0,0,0
ENSMUSG00000108254,Gm43908,8,0,0,0,0
ENSMUSG00000108255,Gm16499,387,23,794,138,40
ENSMUSG00000108256,Gm43923,171,76,72,0,25
ENSMUSG00000108257,Gm44251,12,5,9,8,0
ENSMUSG00000108258,Gm43913,12,7,6,8,15
ENSMUSG00000108259,Gm6727,0,0,0,0,0
ENSMUSG00000108260,Gm3793,19,0,0,0,8
ENSMUSG00000108261,Tas2r146-ps1,0,0,0,0,0
ENSMUSG00000108262,Gm43867,0,0,0,0,0
ENSMUSG00000108263,1700051K13Rik,56,19,42,30,43
ENSMUSG00000108264,Gm20371,0,0,0,0,0
ENSMUSG00000108265,Olfr318,0,0,0,0,0
ENSMUSG00000108266,Gm44218,0,0,3,8,0
ENSMUSG00000108267,Gm44190,27,5,15,8,8
ENSMUSG00000108268,Gm44187,242,130,105,80,114
ENSMUSG00000108269,Gm18422,335,126,158,80,79
ENSMUSG00000108270,Gm4602,0,0,0,0,0
ENSMUSG00000108271,Gm44236,0,0,0,0,0
ENSMUSG00000108272,Gm44161,0,0,0,0,0
ENSMUSG00000108274,Gm44169,4,0,0,15,0
ENSMUSG00000108275,Gm7880,0,0,0,0,0
ENSMUSG00000108276,Gm44276,0,3,0,0,4
ENSMUSG00000108278,Gm44194,0,9,3,0,8
ENSMUSG00000108279,Gm44024,8,5,0,15,4
ENSMUSG00000108280,Gm8703,4,0,0,0,0
ENSMUSG00000108282,Gm44317,331,394,467,320,501
ENSMUSG00000108283,Gm44008,4,0,0,0,8
ENSMUSG00000108284,Gm44182,0,0,0,0,4
ENSMUSG00000108285,Gm43995,0,0,0,0,0
ENSMUSG00000108286,Gm44224,56,17,15,0,8
ENSMUSG00000108287,Gm44473,0,0,0,0,0
ENSMUSG00000108288,Gm44202,0,0,0,0,4
ENSMUSG00000108289,Gm44174,0,0,0,0,0
ENSMUSG00000108290,Gm44120,0,3,3,0,0
ENSMUSG00000108291,Gm44292,220,97,110,22,25
ENSMUSG00000108292,Gm44050,0,0,0,0,0
ENSMUSG00000108293,Pla2g4c-ps,0,0,0,0,4
ENSMUSG00000108294,Gm44429,0,0,3,0,0
ENSMUSG00000108295,Gm43996,0,0,0,0,0
ENSMUSG00000108296,Gm44295,0,0,0,0,0
ENSMUSG00000108297,Gm44167,0,0,0,0,0
ENSMUSG00000108298,Gm44226,60,21,24,22,18
ENSMUSG00000108299,Gm43892,0,0,0,0,0
ENSMUSG00000108300,Gm44539,0,0,0,0,0
ENSMUSG00000108301,Gm45127,0,0,0,0,0
ENSMUSG00000108302,Gm18207,0,0,0,0,0
ENSMUSG00000108303,Gm45152,0,0,0,0,0
ENSMUSG00000108304,Gm4607,0,0,0,0,0
ENSMUSG00000108305,Gm19078,12,0,21,0,4
ENSMUSG00000108306,Gm44640,4,3,0,0,0
ENSMUSG00000108307,Ceacam-ps1,0,0,0,0,0
ENSMUSG00000108308,Gm45218,0,0,3,0,0
ENSMUSG00000108309,Gm44703,0,0,0,0,0
ENSMUSG00000108310,Gm44712,0,5,0,0,0
ENSMUSG00000108311,Gm44737,0,3,0,0,0
ENSMUSG00000108312,Gm44521,0,3,0,0,0
ENSMUSG00000108313,Gm45052,0,0,0,0,0
ENSMUSG00000108314,Prkcz2,38,13,30,44,32
ENSMUSG00000108315,Gm44601,0,0,0,0,0
ENSMUSG00000108316,Gm44589,0,3,0,0,0
ENSMUSG00000108317,Gm44663,0,0,0,0,0
ENSMUSG00000108318,Gm45170,4,0,0,0,0
ENSMUSG00000108319,Gm44552,34,23,36,37,36
ENSMUSG00000108320,Gm44877,12,13,9,8,11
ENSMUSG00000108321,Gm44649,840,1139,800,842,1346
ENSMUSG00000108322,Gm45123,4,7,18,15,4
ENSMUSG00000108323,Gm44945,0,0,0,0,0
ENSMUSG00000108324,Gm44608,0,0,0,0,0
ENSMUSG00000108325,Gm44898,8,0,3,0,0
ENSMUSG00000108326,Gm17838,8,0,6,0,0
ENSMUSG00000108327,Gm44939,0,0,0,0,0
ENSMUSG00000108328,Gm45196,0,0,0,0,0
ENSMUSG00000108329,Gm44725,0,0,0,0,0
ENSMUSG00000108330,Gm44882,0,0,0,0,0
ENSMUSG00000108331,Gm5322,4,0,0,0,0
ENSMUSG00000108332,D530033B14Rik,15,33,84,22,25
ENSMUSG00000108333,Gm45095,8,21,18,0,15
ENSMUSG00000108334,Gm44635,0,0,0,0,0
ENSMUSG00000108335,Gm45215,0,0,0,0,0
ENSMUSG00000108336,Olfr163-ps1,0,0,0,0,0
ENSMUSG00000108337,Gm4971,0,0,0,8,0
ENSMUSG00000108338,Gm44794,4,23,21,15,18
ENSMUSG00000108339,Klk1b28-ps,0,0,0,0,0
ENSMUSG00000108340,Gm44520,0,0,0,0,0
ENSMUSG00000108341,Gm44746,0,0,0,0,0
ENSMUSG00000108342,Gm29920,0,0,0,0,0
ENSMUSG00000108343,Gm18307,4,5,0,0,0
ENSMUSG00000108344,Gm8952,0,0,0,0,0
ENSMUSG00000108345,4933435G04Rik,0,0,0,0,0
ENSMUSG00000108346,Gm44980,0,0,0,0,0
ENSMUSG00000108347,Gm19187,8,23,3,8,18
ENSMUSG00000108348,Gm42372,15,5,0,8,4
ENSMUSG00000108349,Gm18599,0,5,0,0,0
ENSMUSG00000108350,Gm44950,97,99,110,146,68
ENSMUSG00000108351,Gm45077,0,0,0,0,0
ENSMUSG00000108352,Usf2-ps1,4,15,6,15,8
ENSMUSG00000108353,Gm45205,766,436,342,262,437
ENSMUSG00000108354,4931431B13Rik,0,0,0,0,0
ENSMUSG00000108355,Gm44604,0,0,0,0,0
ENSMUSG00000108356,9130221F21Rik,4,0,3,0,0
ENSMUSG00000108357,Snrp1c-ps1,0,3,0,0,0
ENSMUSG00000108358,Gm44509,64,29,36,0,29
ENSMUSG00000108359,C430039J01Rik,15,35,3,37,18
ENSMUSG00000108360,Gm44512,4,3,0,0,0
ENSMUSG00000108361,Gm44796,0,0,0,0,0
ENSMUSG00000108362,Gm18561,0,0,0,0,0
ENSMUSG00000108363,Gm44615,0,0,0,0,0
ENSMUSG00000108364,Gm44747,0,0,0,0,0
ENSMUSG00000108365,Gm44951,30,39,15,15,11
ENSMUSG00000108366,Gm5586,75,33,42,153,47
ENSMUSG00000108367,Gm4881,8,0,0,0,4
ENSMUSG00000108368,Gm45053,264,314,161,204,164
ENSMUSG00000108370,Gm8209,4,0,0,0,0
ENSMUSG00000108371,Gm45050,4,0,3,0,0
ENSMUSG00000108372,Gm45124,12,0,0,8,0
ENSMUSG00000108373,Gm45168,0,0,0,0,0
ENSMUSG00000108374,Gm44614,4,0,0,0,0
ENSMUSG00000108375,Gm45003,0,0,3,0,0
ENSMUSG00000108376,Gm44874,4,7,0,0,4
ENSMUSG00000108377,Gm18642,0,0,0,0,0
ENSMUSG00000108378,Gm44641,90,70,93,80,96
ENSMUSG00000108379,A730082K24Rik,0,0,0,0,0
ENSMUSG00000108380,Olfr737-ps1,0,0,0,0,0
ENSMUSG00000108381,Gm9299,12,5,0,0,0
ENSMUSG00000108382,4930448A20Rik,0,7,0,0,0
ENSMUSG00000108383,Gm6567,0,0,0,0,0
ENSMUSG00000108384,Gm45082,0,0,0,0,0
ENSMUSG00000108385,Gm44730,0,0,0,0,0
ENSMUSG00000108387,Gm44558,0,0,9,0,0
ENSMUSG00000108388,Gm44673,8,11,15,0,4
ENSMUSG00000108389,Gm45206,27,11,12,8,4
ENSMUSG00000108390,Gm44606,0,3,9,0,0
ENSMUSG00000108391,Gm9768,562,423,524,298,380
ENSMUSG00000108392,Gm9463,0,0,0,8,0
ENSMUSG00000108393,Gm45055,0,0,0,0,0
ENSMUSG00000108394,Gm45477,294,105,170,109,150
ENSMUSG00000108395,Gm44838,0,0,0,0,0
ENSMUSG00000108396,Gm6905,8,9,12,0,8
ENSMUSG00000108397,Gm45171,0,0,0,0,0
ENSMUSG00000108398,Gm30191,0,0,15,15,0
ENSMUSG00000108400,Klk1b14-ps,0,0,0,0,4
ENSMUSG00000108401,Rpl19-ps10,0,0,3,0,4
ENSMUSG00000108402,9430064I24Rik,116,239,60,59,135
ENSMUSG00000108403,Gm45122,0,0,0,0,0
ENSMUSG00000108404,Gm44972,0,0,0,0,0
ENSMUSG00000108405,Ywhaq-ps1,38,17,6,8,11
ENSMUSG00000108406,Klk1b15-ps,0,0,0,0,0
ENSMUSG00000108407,Gm45093,0,0,0,0,0
ENSMUSG00000108409,1700025J12Rik,0,0,0,0,4
ENSMUSG00000108410,Gm44740,0,0,0,0,0
ENSMUSG00000108411,Gm44818,0,0,0,0,0
ENSMUSG00000108412,Gm45005,0,0,0,8,0
ENSMUSG00000108413,BC026762,0,0,0,0,0
ENSMUSG00000108414,Snhg1,2554,1174,1460,1821,1101
ENSMUSG00000108415,Gm30146,0,0,0,0,0
ENSMUSG00000108416,Gm44924,4,0,0,8,0
ENSMUSG00000108417,Gm45142,0,0,0,0,0
ENSMUSG00000108418,Gm44627,0,5,0,0,0
ENSMUSG00000108419,Gm45020,0,0,0,0,0
ENSMUSG00000108420,Gm45141,23,25,42,22,36
ENSMUSG00000108421,Gm44718,0,3,0,0,0
ENSMUSG00000108422,Gm44765,0,0,3,0,0
ENSMUSG00000108423,Gm44856,0,0,0,0,0
ENSMUSG00000108424,Gm44590,12,3,3,0,4
ENSMUSG00000108425,Gm44706,8,5,9,0,4
ENSMUSG00000108426,Olfr465-ps1,0,0,0,0,0
ENSMUSG00000108427,Gm45107,8,7,3,0,4
ENSMUSG00000108428,Gm45058,8,0,0,0,0
ENSMUSG00000108429,Gm44603,0,0,0,0,0
ENSMUSG00000108430,Gm36776,0,0,0,0,0
ENSMUSG00000108431,Gm44963,0,0,0,0,0
ENSMUSG00000108432,Gm44756,0,0,0,0,0
ENSMUSG00000108433,Gm19761,0,0,0,0,0
ENSMUSG00000108434,RP23-291B1.2,0,0,0,0,0
ENSMUSG00000108435,Gm45051,90,68,57,66,47
ENSMUSG00000108436,Gm44851,45,31,33,22,11
ENSMUSG00000108437,Gm19366,34,42,18,30,43
ENSMUSG00000108438,Gm9278,0,0,3,0,8
ENSMUSG00000108440,Klk1b19-ps,0,0,0,0,0
ENSMUSG00000108441,Gm45036,0,0,0,0,0
ENSMUSG00000108442,Rpl15-ps5,90,29,51,59,18
ENSMUSG00000108443,Gm44510,164,62,128,276,89
ENSMUSG00000108444,Klk2-ps,0,0,0,0,0
ENSMUSG00000108445,Gm17918,0,0,0,0,0
ENSMUSG00000108446,Gm44997,8,7,3,8,8
ENSMUSG00000108447,Gm44567,75,33,42,22,22
ENSMUSG00000108448,Gm21269,0,3,0,8,0
ENSMUSG00000108449,Gm44507,19,0,6,8,0
ENSMUSG00000108450,Gm44977,0,0,0,0,0
ENSMUSG00000108451,Olfr185-ps1,0,0,0,0,0
ENSMUSG00000108452,4930413G21Rik,82,105,90,175,150
ENSMUSG00000108454,Gm44932,0,0,0,0,0
ENSMUSG00000108455,Gm44745,0,0,0,0,4
ENSMUSG00000108456,4732496C06Rik,19,70,3,15,11
ENSMUSG00000108457,Gm5027,0,0,0,0,0
ENSMUSG00000108459,Gm44605,0,0,0,0,0
ENSMUSG00000108460,Gm44557,328,193,105,204,231
ENSMUSG00000108461,AV356131,27,37,24,0,15
ENSMUSG00000108462,Gm45032,0,0,0,0,0
ENSMUSG00000108464,Olfr190,0,0,0,0,0
ENSMUSG00000108465,Gm45110,19,19,15,0,15
ENSMUSG00000108466,Gm44771,116,103,155,66,174
ENSMUSG00000108467,Gm45211,0,0,0,0,0
ENSMUSG00000108468,Gm30459,0,0,0,0,0
ENSMUSG00000108469,Gm45054,0,0,0,0,0
ENSMUSG00000108470,Gm4598,0,0,0,0,0
ENSMUSG00000108471,Gm18855,0,0,0,0,0
ENSMUSG00000108472,Gm45212,82,89,60,88,118
ENSMUSG00000108473,Gm44739,8,0,0,0,0
ENSMUSG00000108474,Gm44895,41,0,24,0,0
ENSMUSG00000108476,Gm44974,0,0,0,0,4
ENSMUSG00000108477,Gm44878,64,93,96,80,114
ENSMUSG00000108478,Gm19514,8,0,12,8,22
ENSMUSG00000108479,2200002A13Rik,4,3,0,8,0
ENSMUSG00000108480,Gm36633,0,0,0,0,0
ENSMUSG00000108481,Gm33248,0,0,0,0,0
ENSMUSG00000108482,Gm45078,0,0,0,0,0
ENSMUSG00000108483,Gm45184,0,0,0,0,0
ENSMUSG00000108484,Gm18537,8,7,12,8,8
ENSMUSG00000108485,Gm18805,0,0,0,0,0
ENSMUSG00000108486,Gm44836,27,39,15,8,11
ENSMUSG00000108487,Cyp2a21-ps,0,0,0,0,0
ENSMUSG00000108488,Gm44979,0,0,0,0,0
ENSMUSG00000108489,Gm45025,0,0,3,0,4
ENSMUSG00000108490,Gm44522,0,0,0,0,0
ENSMUSG00000108491,Gm44523,0,0,0,0,0
ENSMUSG00000108492,Rpl18a-ps4,0,0,0,0,0
ENSMUSG00000108493,RP24-462O14.2,8,0,9,0,4
ENSMUSG00000108494,Gm45203,8,11,9,15,15
ENSMUSG00000108495,Gm45139,0,3,0,0,0
ENSMUSG00000108496,Gm44768,0,0,3,0,0
ENSMUSG00000108497,Gm44738,0,0,0,8,0
ENSMUSG00000108498,Gm45026,0,0,0,0,0
ENSMUSG00000108500,Gm45033,71,50,30,15,18
ENSMUSG00000108502,Gm9240,0,0,0,0,0
ENSMUSG00000108503,Gm20949,4,5,6,0,0
ENSMUSG00000108504,Gm4265,0,0,0,0,0
ENSMUSG00000108505,1700095K22Rik,0,0,0,0,0
ENSMUSG00000108506,Gm44705,4,3,0,22,0
ENSMUSG00000108507,6720469O03Rik,0,0,6,0,4
ENSMUSG00000108508,Gm44978,0,0,0,0,0
ENSMUSG00000108509,Gm44780,0,0,0,0,0
ENSMUSG00000108510,Gm45192,0,0,0,0,0
ENSMUSG00000108511,Gm44987,15,37,18,59,93
ENSMUSG00000108512,Gm7238,4,0,3,0,0
